Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,From Silway River going W to Polytechnic junction,CR,16500.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,From Silway River going W to Polytechnic junction,I,16500.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,From Silway River going W to Polytechnic junction,X,16500.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,From Polytechnic junction going NW to Mariano Marcos Ave.,CR,11650.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,From Polytechnic junction going NW to Mariano Marcos Ave.,I,11650.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,From Polytechnic junction going NW to Mariano Marcos Ave.,X,11650.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,From Mariano Marcos Ave. NW to junction - Diversion Road (Rotunda),CR,8250.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,From Mariano Marcos Ave. NW to junction - Diversion Road (Rotunda),I,8250.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,From Mariano Marcos Ave. NW to junction - Diversion Road (Rotunda),X,8250.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,"From junction-Diversion Road (Rotunda) to Boundary of Polomolok, South Cotabato",CR,7750.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,"From junction-Diversion Road (Rotunda) to Boundary of Polomolok, South Cotabato",I,7750.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,NATIONAL HIGHWAY,"From junction-Diversion Road (Rotunda) to Boundary of Polomolok, South Cotabato",X,7750.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,CIRCUMFERENTIAL ROAD,From Cabuay Bridge going SW to boundary of Barangay Fatima,RR,2800.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,DIVERSION ROAD,2nd lot from National Highway going NE to boundary of Barangay Mabuhay,CR,7400.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,DIVERSION ROAD,2nd lot from National Highway going NE to boundary of Barangay Mabuhay,RR,3850.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,MARCOS AVENUE,2nd lot from National Highway going SW to David Subd (Fronting National High School),CR,8500.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,MARCOS AVENUE,2nd lot from National Highway going SW to David Subd (Fronting National High School),RR,3750.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,DBP ET AL PROPERTY,,RR,2650.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,LANTON,,RR,2450.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,RIZAL AVENUE (ROCA ROAD),,CR,6800.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,RIZAL AVENUE (ROCA ROAD),,RR,3250.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,P.G. ANG ET AL PROPERTY,,RR,2900.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,ALL OTHER LOTS,,CR,6700.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,ALL OTHER LOTS,None,I,6700.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,ALL OTHER LOTS,None,X,6700.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,ALL OTHER LOTS,None,CL,7550.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,ALL OTHER LOTS,None,RR,1600.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,ALL OTHER LOTS,None,A40,6700.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,ALL OTHER LOTS,None,A50,450.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,CARDENO,,RR,1900.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,CASTILLO,,RR,1900.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,CHINESE CHARITY VILLAGE,,RR,1850.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,CHUA,,RR,2800.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,CORNELIO,,RR,4250.0
SOUTH COTABATO,GENERAL SANTOS CITY,APOPONG,DARBCI SUBD,,RR,5300.0
