Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),NAT'L./PROV'L./MUN'L. ROADS,,CR,1300.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),NAT'L./PROV'L./MUN'L. ROADS,,I,1238.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),NAT'L./PROV'L./MUN'L. ROADS,,X,1034.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),NAT'L./PROV'L./MUN'L. ROADS,,RR,722.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,MARKET SITE,CR,1210.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,MARKET SITE,RR,590.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,CR,1105.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,I,955.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,X,857.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,RR,545.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A1,72.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A2,67.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A3,63.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A4,69.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A14,74.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A16,69.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A17,77.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A19,73.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A20,69.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A21,72.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A22,85.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A23,82.0
DAVAO OCCIDENTAL,DON MARCELINO,KINANGA (POBLACION),BARANGAY ROADS,ALONG THE ROAD,A26,70.0
