Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 1,BOLTON EXT.,BOLTON BRIDGE - cor PICHON ST.,RR,22400.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 1,BOLTON EXT.,(FROM PICHON ST-PN NONTE-RIVERSIDE),CR,30900.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 1,MAHARLIKA DRIVE (FORMERLY OLD BROKENSHIRE ROAD),ROAD BEHIND GRAND MEN SENG HOTEL,CR,38900.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 1,PICHON ST (formerly Magallanes St.),cor BOLTON ST - cor CITY HALL DRIVE,X,47300.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 1,PICHON ST (formerly Magallanes St.),cor BOLTON ST - cor CITY HALL DRIVE,CR,44800.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 1,ALL OTHER LOTS,ALL LOTS W/IN THE INTERIOR OF THE BRGY,CR,20400.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 1,ALL OTHER LOTS,ALL LOTS W/IN THE INTERIOR OF THE BRGY,RR,14300.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,BOLTON ST,cor A. PICHON - cor SAN PEDRO ST.,X,47400.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,BOLTON ST,cor A. PICHON - cor SAN PEDRO ST.,CR,47000.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,CITY HALL DRIVE,cor A. PICHON ST - cor SAN PEDRO ST,CR,46800.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,ELPIDIO QUIRINO AVE,GENEROSO BRIDGE - cor SAN PEDRO ST,CR,46400.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,INIGO ST (formerly Anda St.),cor A.PICHON ST - cor SAN PEDRO ST,CR,46500.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,PELAYO ST.(formerly Legaspi St.),cor A. PICHON ST - cor SAN PEDRO ST.,CR,47700.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,PICHON ST (formerly Magallanes St.),COR BOLTON-COR CITY HALL DRIVE-COR E QUIRINO AVE,CR,47700.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,PICHON ST (formerly Magallanes St.),COR BOLTON-COR CITY HALL DRIVE-COR E QUIRINO AVE,X,48000.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,SAN PEDRO ST.,cor IÑIGO ST - cor E.QUIRINO AVE.,CR,56900.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,SAN PEDRO ST.,cor BOLTON ST - cor INIGO ST,CR,56700.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,ILUSTRE ST.,Road from SAN PEDRO ST - PICHON (6:16),CR,36800.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,ILUSTRE ST.,PICHON TO RIVERSIDE (16:10),CR,31100.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,ALL OTHER LOTS,INTERIOR LOTS WITHIN THIS BARANGAY,CR,28000.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 2,ALL OTHER LOTS,INTERIOR LOTS WITHIN THIS BARANGAY,RR,16200.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 3,C. BANGOY ST (formerly Ponciano),cor SAN PEDRO ST - cor BONIFACIO ST (Crooked Road),CR,41300.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 3,BOLTON ST,cor SAN PEDRO ST - cor BONIFACIO ST,CR,46900.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 3,BONIFACIO ST,COR BOLTONcor BOLTON ST - cor C. BANGOY ST. - cor INIGO ST - cor PELAYO ST,CR,45900.0
DAVAO DEL SUR,DAVAO CITY,BARANGAY NO. 3,BONIFACIO ST,COR BOLTONcor BOLTON ST - cor C. BANGOY ST. - cor INIGO ST - cor PELAYO ST,X,45900.0
