Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,CONDOMINIUM,VICINITY,FICATION,ZV/SQ.M.
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,POBLACION CENTER,MARKET SITE,CR,5500.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,APOLINARIO MABINI ST.,,CR,3450.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,APOLINARIO MABINI ST.,,RR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,BAYUBAY ST.,,CR,3750.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,BAYUBAY ST.,,RR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,CANIA ST.,,CR,3750.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,CANIA ST.,,RR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,CHERRY FLOWER ST.,,CR,3450.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,CHERRY FLOWER ST.,,RR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,DAGOHOY,,RR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,DIEGO SILANG,,CR,3600.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,ELPIDIO QUIRINO,NATIONAL HIGHWAY,CR,3800.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,EMILIO AGUINALDO ST.,,CR,3200.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,ESCOLASTICO BLANCO ST.,,CR,3750.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,ESCOLASTICO BLANCO ST.,,RR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,GEN. BAUTISTA ST.,,RR,1725.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,GEN. SACAY ST.,,CR,3412.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,GREGORIO DEL PILAR,,CR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,GREGORIO DEL PILAR,,X,2612.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,IPIL-IPIL ST.,,RR,1725.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,J.P. LAUREL,,CR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,J.P. LAUREL,,RR,1525.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,JOSE CLARIN,NATIONAL HIGHWAY,RR,1462.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,JOSE CLARIN,NATIONAL HIGHWAY,CR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,JOSE DIOLA ST.,,CR,3412.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,JOSE DIOLA ST.,,RR,1750.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,LAPU-LAPU,,CR,3500.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,LAPU-LAPU,,X,2612.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,LAPU-LAPU EXT.,,RR,1725.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,LENTIJA ST.,,CR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,LEON KILAT ST.,,X,2612.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,LEON KILAT ST.,,RR,1725.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,LOPEZ JAENA ST.,,RR,1812.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,LOREZO SARMIENTO ST.,,CR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,LOREZO SARMIENTO ST.,,RR,1725.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,L. P. GARCIA ST.,,CR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,L. P. GARCIA ST.,,RR,1725.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,ML QUEZON,,CR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,ML QUEZON,,RR,1462.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MANUEL ROXAS ST.,,CR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MANUEL ROXAS ST.,,RR,1725.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MASIPAG ST.,,CR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MASIPAG ST.,,RR,1725.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,CONDOMINIUM,VICINITY,FICATION,ZV/SQ.M.
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MATIBAY ST.,,CR,5500.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MATIBAY ST.,,RR,3450.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MARILAG ST.,,CR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MARILAG ST.,,RR,3750.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MASINOP ST.,,CR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MASINOP ST.,,RR,3750.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MATAHIMIK ST.,,CR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MATAHIMIK ST.,,RR,3450.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MILLION FLOWER ST.,,CR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MILLION FLOWER ST.,,RR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MOLAVE ST.,,X,3600.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,MOLAVE ST.,,RR,3800.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,NARRA ST.,,CR,3200.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,NARRA ST.,,RR,3750.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,OSMEÑA,NATIONAL HIGHWAY,RR,2300.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,PIO GALENZOGA,,CR,1725.0
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,PLARIDEL ST.,,X,3412.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,PLARIDEL ST.,,RR,3187.5
COMPOSTELA VALLEY,COMPOSTELA,POBLACION,RAMON MAGSAYSAY ST.,PUBLIC MARKET,CR,2612.5
