Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
BATANGAS,LIPA CITY,POBLACION*,G. A. SOLIS ST.,"RIZAL ST., KATIGBAK & MATADERO ST",CR,**
BATANGAS,LIPA CITY,POBLACION*,G. A. SOLIS ST.,"RIZAL ST., KATIGBAK & MATADERO ST",RR,**
BATANGAS,LIPA CITY,POBLACION*,G. A. SOLIS ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,G. A. SOLIS ST.,PRES.KATIGBAK-C.M.RECTO AVE,CR,**
BATANGAS,LIPA CITY,POBLACION*,G. A. SOLIS ST.,DIMAYUGA - P. TORRES,RR,**
BATANGAS,LIPA CITY,POBLACION*,G. REYES ST.,P TORRES ST - P. KATIGBAK,CR,**
BATANGAS,LIPA CITY,POBLACION*,G. REYES ST.,P TORRES ST - P. KATIGBAK,RR,**
BATANGAS,LIPA CITY,POBLACION*,F. MANALO ST.,"P. TORRES, OBIAR ST.,",CR,**
BATANGAS,LIPA CITY,POBLACION*,F. MANALO ST.,"L. DIMAYUGA, PRES. KATIGBAK ST.",RR,**
BATANGAS,LIPA CITY,POBLACION*,F. MANALO ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,F. MANALO ST.,PRES.KATIGBAK-DIMAYUGA ST.,CR,**
BATANGAS,LIPA CITY,POBLACION*,F. MANALO ST.,PRES.KATIGBAK-DIMAYUGA ST.,RR,**
BATANGAS,LIPA CITY,POBLACION*,F. MANALO ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,GEN. LUNA ST.,LIPA CITY LAND TENURE SUBD,CR,**
BATANGAS,LIPA CITY,POBLACION*,GEN. LUNA ST.,LIPA CITY LAND TENURE SUBD,RR,**
BATANGAS,LIPA CITY,POBLACION*,GEN. LUNA ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,H. LA TORRES,GEN LUNA - P. LAYGO,CR,**
BATANGAS,LIPA CITY,POBLACION*,H. LA TORRES,GEN LUNA - P. LAYGO,RR,**
BATANGAS,LIPA CITY,POBLACION*,OBVIAR ST.,P. TORRES - OBIAR ST.,CR,**
BATANGAS,LIPA CITY,POBLACION*,OBVIAR ST.,DIMAYUGA ST.,RR,**
BATANGAS,LIPA CITY,POBLACION*,OBVIAR ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,OBVIAR ST.,E. MAYO ST. - P. TORRES ST.,CR,**
BATANGAS,LIPA CITY,POBLACION*,OBVIAR ST.,E. MAYO ST. - P. TORRES ST.,RR,**
BATANGAS,LIPA CITY,POBLACION*,OBVIAR ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,KATIPUNAN ST.,"MABINI ST., CM RECTO",CR,**
BATANGAS,LIPA CITY,POBLACION*,KATIPUNAN ST.,"MABINI ST., CM RECTO",RR,**
BATANGAS,LIPA CITY,POBLACION*,KATIPUNAN ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,L. DIMAYUGA ST.,G.A. SOLIS ST. - F. MANALO ST.,CR,**
BATANGAS,LIPA CITY,POBLACION*,L. DIMAYUGA ST.,G.A. SOLIS ST. - F. MANALO ST.,RR,**
BATANGAS,LIPA CITY,POBLACION*,L. DIMAYUGA ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,LATAY ST.,GB LOPEZ,CR,**
BATANGAS,LIPA CITY,POBLACION*,LATAY ST.,GB LOPEZ,RR,**
BATANGAS,LIPA CITY,POBLACION*,LATAY ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,F. MALAYA ST.,PRES. KATIGBAK - MATADERO ST.,CR,**
BATANGAS,LIPA CITY,POBLACION*,F. MALAYA ST.,PRES. KATIGBAK - MATADERO ST.,RR,**
BATANGAS,LIPA CITY,POBLACION*,F. MALAYA ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,P. LAYGO,GEN. LUNA - H. LA TORRE,CR,**
BATANGAS,LIPA CITY,POBLACION*,P. LAYGO,GEN. LUNA - H. LA TORRE,RR,**
BATANGAS,LIPA CITY,POBLACION*,F. REYES ST.,PRES. KATIGBAK - PAMINTUAN/RIVER,CR,**
BATANGAS,LIPA CITY,POBLACION*,F. REYES ST.,PRES. KATIGBAK - PAMINTUAN/RIVER,RR,**
BATANGAS,LIPA CITY,POBLACION*,F. REYES ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,P. TORRES ST.,C. M. RECTO AVE.,CR,**
BATANGAS,LIPA CITY,POBLACION*,P. TORRES ST.,TO PUBLIC MARKET,CR,**
BATANGAS,LIPA CITY,POBLACION*,P. TORRES ST.,"KALIPULAKO, A. MABINI",RR,**
BATANGAS,LIPA CITY,POBLACION*,P. TORRES ST.,"MALABANAN, CA SOLIS, B LOPEZ",RR,**
BATANGAS,LIPA CITY,POBLACION*,P. TORRES ST.,INTERIOR,RR,**
BATANGAS,LIPA CITY,POBLACION*,PLARIDEL ST.,"SILVA ST, B. REYES ST.",CR,**
BATANGAS,LIPA CITY,POBLACION*,PLARIDEL ST.,"SILVA ST, B. REYES ST.",RR,**
BATANGAS,LIPA CITY,POBLACION*,PLARIDEL ST.,INTERIOR,RR,**
