Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
NCR,MANDALUYONG,ADDITION HILLS,1st STREET,ACACIA LANE  - DEAD END,RR,43000.0
NCR,MANDALUYONG,ADDITION HILLS,ANTONIO I,LUNA MENCIAS - DEAD END (INTERIOR),RR,58000.0
NCR,MANDALUYONG,ADDITION HILLS,ARAULLO,A.MABINI - MAYTUNAS CREEK,RR,58000.0
NCR,MANDALUYONG,ADDITION HILLS,BALAGTAS,SHAW BLVD-ARAULLO,RR,60000.0
NCR,MANDALUYONG,ADDITION HILLS,CALDERON,SHAW BLVD-WACK WACK CREEK,RR,68000.0
NCR,MANDALUYONG,ADDITION HILLS,CALDERON,SHAW BLVD-WACK WACK CREEK,CR,83000.0
NCR,MANDALUYONG,ADDITION HILLS,EAST,WACK-WACK- LAUREL-DEAD END,RR,65000.0
NCR,MANDALUYONG,ADDITION HILLS,FABELLA ROAD  DR. JOSE,F. ORTIGAS-F. MARTINEZ,RR,43000.0
NCR,MANDALUYONG,ADDITION HILLS,FABELLA ROAD,F. ORTIGAS-F. MARTINEZ,RR,43000.0
NCR,MANDALUYONG,ADDITION HILLS,FERNANDEZ S. (FORMERLY REYES),LUNA MENCIAS-INT FERNANDEZ-AUROLLO,RR,60000.0
NCR,MANDALUYONG,ADDITION HILLS,FERNANDEZ S. (FORMERLY REYES),LUNA MENCIAS-INT FERNANDEZ-AUROLLO,CR,74000.0
NCR,MANDALUYONG,ADDITION HILLS,GOMEZVILLE,SHAW BLVD-ARAULLO,RR,60000.0
NCR,MANDALUYONG,ADDITION HILLS,GRACE,E. RODRIGUEZ-MAY,RR,60000.0
NCR,MANDALUYONG,ADDITION HILLS,GUERRERO,BALAGTAS-MAYTUNAS CREEK,RR,58000.0
NCR,MANDALUYONG,ADDITION HILLS,HARVARD*,SHAW BLVD,RR,0.0
NCR,MANDALUYONG,ADDITION HILLS,IDEAL,SHAW BLVD-WACKWACK CREEK-SCHUYLER BOUNDARY,RR,65000.0
NCR,MANDALUYONG,ADDITION HILLS,JOHNSTON,INT JOHNSTON-CITY BOUNDARY,RR,58000.0
NCR,MANDALUYONG,ADDITION HILLS,J.R. YULO,IDEAL-INT J.R. YULO,RR,58000.0
NCR,MANDALUYONG,ADDITION HILLS,LAUREL S.,SHAW BLVD-J.R. YULO,RR,73000.0
NCR,MANDALUYONG,ADDITION HILLS,LAUREL S.,SHAW BLVD-J.R. YULO,CR,84000.0
NCR,MANDALUYONG,ADDITION HILLS,LEE,CALDERON-WACK WACK CREEK-SHAW BLVD,RR,65000.0
NCR,MANDALUYONG,ADDITION HILLS,LEE,CALDERON-WACK WACK CREEK-SHAW BLVD,CR,84000.0
NCR,MANDALUYONG,ADDITION HILLS,LUNA MENCIAS,SHAW BLVD-ARAULLO,RR,70000.0
NCR,MANDALUYONG,ADDITION HILLS,LUNA MENCIAS,SHAW BLVD-ARAULLO,CR,84000.0
NCR,MANDALUYONG,ADDITION HILLS,MABINI A.,SHAW BLVD-WACK WACK,RR,68000.0
NCR,MANDALUYONG,ADDITION HILLS,MABINI A.,SHAW BLVD-WACK WACK,CR,82000.0
NCR,MANDALUYONG,ADDITION HILLS,MARTINEZ A. (ACACIA LANE),SHAW BLVD-FREEDOM PARK,RR,60000.0
NCR,MANDALUYONG,ADDITION HILLS,MARTINEZ A. (ACACIA LANE),SHAW BLVD-FREEDOM PARK,CR,72000.0
NCR,MANDALUYONG,ADDITION HILLS,MARTINEZ F. (NEW C-3 ROAD),NUEVE DE PEBRERO-DR JOSE FABELLA RD,RR,48000.0
NCR,MANDALUYONG,ADDITION HILLS,MARTINEZ F. (NEW C-3 ROAD),NUEVE DE PEBRERO-DR JOSE FABELLA RD,CR,65000.0
NCR,MANDALUYONG,ADDITION HILLS,MARTINEZ F. (NEW C-3 ROAD),INTERIOR ADDITION HILLS BROOKSIDE,RR,43000.0
NCR,MANDALUYONG,ADDITION HILLS,MAY,INT MAY-GRACE-DEAD END,RR,65000.0
NCR,MANDALUYONG,ADDITION HILLS,MAY,INT MAY-GRACE-DEAD END,CR,79000.0
NCR,MANDALUYONG,ADDITION HILLS,MCCULLOUGH,A.MABINI - S. LAUREL,RR,65000.0
NCR,MANDALUYONG,ADDITION HILLS,MCCULLOUGH,A.MABINI - S. LAUREL,CR,82000.0
NCR,MANDALUYONG,ADDITION HILLS,ORTIGAS JR. F,A. MARTINEZ-DR. JOSE FABELLA ROAD,RR,43000.0
NCR,MANDALUYONG,ADDITION HILLS,PILAR,SHAW BLVD-ARAULLO,RR,75000.0
NCR,MANDALUYONG,ADDITION HILLS,PILAR,SHAW BLVD-ARAULLO,CR,85000.0
NCR,MANDALUYONG,ADDITION HILLS,REYES*,SHAW BLVD,RR,0.0
NCR,MANDALUYONG,ADDITION HILLS,REYES*,SHAW BLVD,CR,0.0
NCR,MANDALUYONG,ADDITION HILLS,RODRIGUEZ,WACK-WACK-IDEAL,RR,65000.0
NCR,MANDALUYONG,ADDITION HILLS,RODRIGUEZ,WACK-WACK-IDEAL,CR,84000.0
NCR,MANDALUYONG,ADDITION HILLS,SCHUYLER,A.MABINI-IDEAL,RR,65000.0
NCR,MANDALUYONG,ADDITION HILLS,SCHUYLER,A.MABINI-IDEAL,CR,82000.0
NCR,MANDALUYONG,ADDITION HILLS,SHAW BLVD,LEE-MAYTUNAS CREEK,RR,120000.0
NCR,MANDALUYONG,ADDITION HILLS,SHAW BLVD,LEE-MAYTUNAS CREEK,CR,150000.0
NCR,MANDALUYONG,ADDITION HILLS,SOCORRO*,LUNA MENCIAS-ARAULLO,RR,
NCR,MANDALUYONG,ADDITION HILLS,TINIO,PILAR-TORRES,RR,60000.0
NCR,MANDALUYONG,ADDITION HILLS,TINIO,PILAR-TORRES,CR,75000.0
NCR,MANDALUYONG,ADDITION HILLS,TORRES,SHAW BLVD-ARAULLO,RR,60000.0
NCR,MANDALUYONG,ADDITION HILLS,TORRES,SHAW BLVD-ARAULLO,CR,73000.0
NCR,MANDALUYONG,ADDITION HILLS,WACK-WACK ST,WACK-WACK-DEAD END,RR,90000.0
NCR,MANDALUYONG,ADDITION HILLS,WACK-WACK ST,WACK-WACK-DEAD END,CR,125000.0
NCR,MANDALUYONG,ADDITION HILLS,ALL OTHER STREETS,,RR,40000.0
NCR,MANDALUYONG,ADDITION HILLS,ALL OTHER STREETS,None,CR,63000.0
NCR,MANDALUYONG,ADDITION HILLS,422-A GOMEZVILLE SUITES,GOMEZVILLE,RR,63000.0
NCR,MANDALUYONG,ADDITION HILLS,GOLDPARK TOWNHOMES,A. MABINI,RR,70000.0
NCR,MANDALUYONG,ADDITION HILLS,IDEAL TOWNHOMES,IDEAL SUBD.,RR,70000.0
NCR,MANDALUYONG,ADDITION HILLS,PILAR TOWNHOMES,CALDERON,RR,68000.0
NCR,MANDALUYONG,ADDITION HILLS,WACK WACK GARDENVILLE TOWNHOMES,S. LAUREL ST.,RR,80000.0
NCR,MANDALUYONG,ADDITION HILLS,WACK-WACK TOWNHOMES,LEE ST.,RR,85000.0
NCR,MANDALUYONG,ADDITION HILLS,EMAR SUITES,SHAW BLVD,RC,91000.0
NCR,MANDALUYONG,ADDITION HILLS,EMAR SUITES,SHAW BLVD,PS,64000.0
NCR,MANDALUYONG,ADDITION HILLS,EMAR SUITES,SHAW BLVD,CC,114000.0
NCR,MANDALUYONG,ADDITION HILLS,LEE GARDENS,LEE ST.,RC,105000.0
NCR,MANDALUYONG,ADDITION HILLS,LEE GARDENS,LEE ST.,PS,74000.0
NCR,MANDALUYONG,ADDITION HILLS,LEE GARDENS,LEE ST.,CC,130000.0
NCR,MANDALUYONG,ADDITION HILLS,ONE DOVER VIEW,LEE ST.,RC,120000.0
NCR,MANDALUYONG,ADDITION HILLS,ONE DOVER VIEW,LEE ST.,PS,84000.0
NCR,MANDALUYONG,ADDITION HILLS,SHAW RESIDENZA,SHAW BLVD.,RC,90000.0
NCR,MANDALUYONG,ADDITION HILLS,SHAW RESIDENZA,SHAW BLVD.,PS,63000.0
NCR,MANDALUYONG,ADDITION HILLS,SILVERCORD COND.,S. LAUREL,CC,90000.0
NCR,MANDALUYONG,ADDITION HILLS,THE OLIVE PLACE,SHAW BLVD - LUNA MENCIAS,RC,120000.0
NCR,MANDALUYONG,ADDITION HILLS,THE OLIVE PLACE,SHAW BLVD - LUNA MENCIAS,PS,84000.0
NCR,MANDALUYONG,ADDITION HILLS,TWO DOVER VIEW,LEE ST.,RC,120000.0
NCR,MANDALUYONG,ADDITION HILLS,TWO DOVER VIEW,LEE ST.,PS,84000.0
NCR,MANDALUYONG,ADDITION HILLS,VISTA RESIDENCES,SHAW BLVD - LAUREL ST.,RC,145000.0
NCR,MANDALUYONG,ADDITION HILLS,VISTA RESIDENCES,SHAW BLVD - LAUREL ST.,PS,102000.0
NCR,MANDALUYONG,ADDITION HILLS,WACK WACK HEIGHTS CONDO,LEE ST. - ADDITION HILLS,RC,103000.0
NCR,MANDALUYONG,ADDITION HILLS,WACK WACK HEIGHTS CONDO,LEE ST. - ADDITION HILLS,PS,72000.0
NCR,MANDALUYONG,ADDITION HILLS,ALL OTHER CONDOMINIUMS/TOWNHOUSES,,RR,40000.0
NCR,MANDALUYONG,ADDITION HILLS,ALL OTHER CONDOMINIUMS/TOWNHOUSES,None,RC,80000.0
NCR,MANDALUYONG,ADDITION HILLS,ALL OTHER CONDOMINIUMS/TOWNHOUSES,None,PS,62000.0
NCR,MANDALUYONG,ADDITION HILLS,ALL OTHER CONDOMINIUMS/TOWNHOUSES,None,CC,88000.0
NCR,MANDALUYONG,BAGONG SILANG,29 DE AGOSTO,SHAW BLVD-SEN. NEPTALI GONZALES,RR,34000.0
NCR,MANDALUYONG,BAGONG SILANG,CLEMENTE,SHAW BLVD  - END,RR,34000.0
NCR,MANDALUYONG,BAGONG SILANG,FABELLA A.V.,SHAW BLVD-SEN. NEPTALI GONZALES,RR,34000.0
NCR,MANDALUYONG,BAGONG SILANG,HAIG,MAGALONA-LAWSON,RR,41000.0
NCR,MANDALUYONG,BAGONG SILANG,JACINTO E,SHAW BLVD  - END,RR,29000.0
NCR,MANDALUYONG,BAGONG SILANG,LAWSON,SHAW BLVD - HAIG,RR,45000.0
NCR,MANDALUYONG,BAGONG SILANG,LAWSON,SHAW BLVD - HAIG,CR,67000.0
NCR,MANDALUYONG,BAGONG SILANG,LUNA J.,SHAW BLVD-PINAGTIPUNAN,RR,32000.0
NCR,MANDALUYONG,BAGONG SILANG,MAGALONA E.,P MARTINEZ-MAYTUNAS CREEK,RR,42000.0
NCR,MANDALUYONG,BAGONG SILANG,MARTINEZ P.,A. V.  FABELLA- PINAGTIPUNAN,RR,42000.0
NCR,MANDALUYONG,BAGONG SILANG,PINAGTIPUNAN,SHAW BLVD - 29 DE AGOSTO,RR,38000.0
NCR,MANDALUYONG,BAGONG SILANG,QUIETA  P.,J. LUNA-SEN. NEPTALI GONZALES,RR,32000.0
NCR,MANDALUYONG,BAGONG SILANG,ROWLAND,J. B. VARGAS - END,RR,58000.0
NCR,MANDALUYONG,BAGONG SILANG,SHAW BLVD,A. V. FABELLA - M. YULO,RR,120000.0
NCR,MANDALUYONG,BAGONG SILANG,SHAW BLVD,A. V. FABELLA - M. YULO,CR,150000.0
NCR,MANDALUYONG,BAGONG SILANG,SHAW BLVD,ACACIA LANE-M YULO,CR,150000.0
NCR,MANDALUYONG,BAGONG SILANG,SHAW BLVD,INT ACACIA-YULO,RR,120000.0
NCR,MANDALUYONG,BAGONG SILANG,VARGAS J. B.,SHAW BLVD-CITY BOUNDARY-MAYTUNAS CREEK,RR,67000.0
NCR,MANDALUYONG,BAGONG SILANG,YULO M.,SHAW BLVD-C MAYTUNAS CREEK,RR,67000.0
NCR,MANDALUYONG,BAGONG SILANG,SEN. NEPTALI GONZALES ST (Formerly: Daang Bakal),A. LUNA -29 DE AGOSTO,RR,29000.0
NCR,MANDALUYONG,BAGONG SILANG,ALL OTHER STREETS,,RR,28000.0
NCR,MANDALUYONG,BAGONG SILANG,ALL OTHER STREETS,None,CR,62000.0
NCR,MANDALUYONG,BAGONG SILANG,BSA TOWNHOMES I,SHAW BLVD,RC,86000.0
NCR,MANDALUYONG,BAGONG SILANG,BSA TOWNHOMES I,SHAW BLVD,PS,61000.0
NCR,MANDALUYONG,BAGONG SILANG,BSA TOWNHOMES I,SHAW BLVD,CC,106000.0
NCR,MANDALUYONG,BAGONG SILANG,CITY RESIDENCES (NEW GOMEGA I),P. MARTINEZ ST.,RC,77000.0
NCR,MANDALUYONG,BAGONG SILANG,CITY RESIDENCES (NEW GOMEGA I),P. MARTINEZ ST.,CC,93000.0
NCR,MANDALUYONG,BAGONG SILANG,CITY RESIDENCES (NEW GOMEGA I),P. MARTINEZ ST.,PS,58000.0
NCR,MANDALUYONG,BAGONG SILANG,ALL OTHER CONDOMINIUMS/TOWNHOUSES,,RR,40000.0
NCR,MANDALUYONG,BAGONG SILANG,ALL OTHER CONDOMINIUMS/TOWNHOUSES,None,RC,76000.0
NCR,MANDALUYONG,BAGONG SILANG,ALL OTHER CONDOMINIUMS/TOWNHOUSES,None,PS,53000.0
NCR,MANDALUYONG,BAGONG SILANG,ALL OTHER CONDOMINIUMS/TOWNHOUSES,None,CC,90000.0
