Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
TARLAC,ANAO,BAGUINDOC,SUBDIVISION/CONDOMINIUM,VICINITY,CLASSIFICATION,ZV/SQ.M
TARLAC,ANAO,BAGUINDOC,ALL LOTS,LOTS IN THE BARANGAYS OF,RR,*
TARLAC,ANAO,BAGUINDOC,ALL LOTS,SUAVERDEZ AND SINENSE,A50,*
TARLAC,ANAO,BAGUINDOC,ALL LOTS,SUAVERDEZ AND SINENSE,RR,**
TARLAC,ANAO,BAGUINDOC,ALL LOTS,SUAVERDEZ AND SINENSE,A1,**
TARLAC,ANAO,BAGUINDOC,ALL LOTS,SUAVERDEZ AND SINENSE,A2,**
TARLAC,ANAO,BAGUINDOC,ALL LOTS,SUAVERDEZ AND SINENSE,A17,**
TARLAC,ANAO,BAGUINDOC,ALL LOTS,SUAVERDEZ AND SINENSE,A37,**
TARLAC,ANAO,BAGUINDOC,ALL LOTS,SUAVERDEZ AND SINENSE,A41,**
TARLAC,ANAO,BAGUINDOC,ALL LOTS,SUAVERDEZ AND SINENSE,A50,**
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***ALONG PROVINCIAL ROAD,****CR,750.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,*****,****I,900.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,*****,**RR,500.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,*****,***A1,70.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,*****,***A2,65.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,*****,***A50,45.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,*****,****GP,140.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***ALONG BARANGAY ROAD,****CR,600.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***ALONG BARANGAY ROAD,****I,750.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***ALONG BARANGAY ROAD,***RR,400.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***ALONG BARANGAY ROAD,***A1,60.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***ALONG BARANGAY ROAD,***A2,55.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***ALONG BARANGAY ROAD,***A50,35.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***ALONG BARANGAY ROAD,****GP,120.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***INTERIOR LOTS,***RR,150.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***INTERIOR LOTS,***A1,50.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***INTERIOR LOTS,***A2,45.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***INTERIOR LOTS,***A17,40.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***INTERIOR LOTS,***A37,35.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***INTERIOR LOTS,***A41,35.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***INTERIOR LOTS,***A50,30.0
TARLAC,ANAO,BAGUINDOC,ALL LOTS,***INTERIOR LOTS,****GP,100.0
TARLAC,ANAO,BANTOG,SUBDIVISION/CONDOMINIUM,VICINITY,CLASSIFICATION,ZV/SQ.M
TARLAC,ANAO,BANTOG,ALL LOTS,LOTS IN THE BARANGAYS OF,RR,*
TARLAC,ANAO,BANTOG,ALL LOTS,SAN JOSE NORTH & SOUTH CAMPOS,A50,*
TARLAC,ANAO,BANTOG,ALL LOTS,SAN JOSE NORTH & SOUTH CAMPOS,RR,**
TARLAC,ANAO,BANTOG,ALL LOTS,SAN JOSE NORTH & SOUTH CAMPOS,A1,**
