Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
ZAMBOANGA SIBUGAY,IPIL,POBLACION,ALL LOTS,ALONG NAT'L ROAD,CR,6700.0
ZAMBOANGA SIBUGAY,IPIL,POBLACION,ALL LOTS,ALONG NAT'L ROAD,RR,1420.0
ZAMBOANGA SIBUGAY,IPIL,POBLACION,ALL LOTS,ALONG NAT'L ROAD,X,3890.0
ZAMBOANGA SIBUGAY,IPIL,POBLACION,ALL LOTS,INTERIOR LOT,RR,635.0
ZAMBOANGA SIBUGAY,IPIL,BACALAN,ALL LOTS,,CR,200.0
ZAMBOANGA SIBUGAY,IPIL,BACALAN,ALL LOTS,None,RR,150.0
ZAMBOANGA SIBUGAY,IPIL,BACALAN,ALL LOTS,None,A1,19.0
ZAMBOANGA SIBUGAY,IPIL,BACALAN,ALL LOTS,None,A2,13.0
ZAMBOANGA SIBUGAY,IPIL,BACALAN,ALL LOTS,None,A3,9.0
ZAMBOANGA SIBUGAY,IPIL,BACALAN,ALL LOTS,None,A4,16.0
ZAMBOANGA SIBUGAY,IPIL,BACALAN,ALL LOTS,None,A16,9.0
ZAMBOANGA SIBUGAY,IPIL,BACALAN,ALL LOTS,None,A35,20.0
ZAMBOANGA SIBUGAY,IPIL,BACALAN,ALL LOTS,None,A50,8.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,ALONG NAT'L ROAD,CR,5690.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,ALONG NAT'L ROAD,RR,1420.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,ALONG NAT'L ROAD,X,3890.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,RR,560.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A1,35.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A2,21.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A3,20.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A4,19.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A6,21.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A7,15.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A8,15.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A16,15.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A35,22.0
ZAMBOANGA SIBUGAY,IPIL,BANGKEROHAN,ALL LOTS,INTERIOR LOT,A50,13.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,,CR,250.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,None,RR,150.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,None,A1,19.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,None,A2,15.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,None,A3,13.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,None,A4,15.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,None,A6,17.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,None,A16,11.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,None,A35,20.0
ZAMBOANGA SIBUGAY,IPIL,BULUAN,ALL LOTS,None,A50,8.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,,CR,224.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,None,RR,150.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,None,A1,20.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,None,A2,17.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,None,A3,15.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,None,A4,16.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,None,A6,16.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,None,A16,13.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,None,A35,20.0
ZAMBOANGA SIBUGAY,IPIL,CAPARAN,ALL LOTS,None,A50,11.0
ZAMBOANGA SIBUGAY,IPIL,DOMONDAN,ALL LOTS,,CR,190.0
ZAMBOANGA SIBUGAY,IPIL,DOMONDAN,ALL LOTS,None,RR,140.0
ZAMBOANGA SIBUGAY,IPIL,DOMONDAN,ALL LOTS,None,A1,14.0
ZAMBOANGA SIBUGAY,IPIL,DOMONDAN,ALL LOTS,None,A2,12.0
ZAMBOANGA SIBUGAY,IPIL,DOMONDAN,ALL LOTS,None,A3,10.0
ZAMBOANGA SIBUGAY,IPIL,DOMONDAN,ALL LOTS,None,A4,20.0
ZAMBOANGA SIBUGAY,IPIL,DOMONDAN,ALL LOTS,None,A16,9.0
ZAMBOANGA SIBUGAY,IPIL,DOMONDAN,ALL LOTS,None,A35,18.0
ZAMBOANGA SIBUGAY,IPIL,DOMONDAN,ALL LOTS,None,A50,8.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,ALONG NAT'L ROAD,CR,5690.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,ALONG NAT'L ROAD,RR,2500.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,ALONG NAT'L ROAD,I,4000.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,ALONG NAT'L ROAD,X,3000.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,NEAR BARANGAY RD,RR,500.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,INTERIOR LOT,RR,250.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,INTERIOR LOT,A1,40.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,INTERIOR LOT,A2,25.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,INTERIOR LOT,A3,19.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,INTERIOR LOT,A4,19.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,INTERIOR LOT,A6,19.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,INTERIOR LOT,A16,18.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,INTERIOR LOT,A35,20.0
ZAMBOANGA SIBUGAY,IPIL,DON ANDRES,ALL LOTS,INTERIOR LOT,A50,16.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,,CR,210.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,None,RR,150.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,None,A1,20.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,None,A2,18.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,None,A3,14.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,None,A4,15.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,None,A6,16.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,None,A16,14.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,None,A35,18.0
ZAMBOANGA SIBUGAY,IPIL,DOÑA JOSEFA,ALL LOTS,None,A50,12.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,,CR,279.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,None,RR,225.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,None,A1,22.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,None,A2,18.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,None,A3,16.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,None,A4,16.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,None,A6,18.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,None,A16,16.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,None,A35,22.0
ZAMBOANGA SIBUGAY,IPIL,GUITUAN,ALL LOTS,None,A50,14.0
ZAMBOANGA SIBUGAY,IPIL,IPIL HEIGHTS,ALL LOTS,ALONG MUN. ROAD,CR,5115.0
ZAMBOANGA SIBUGAY,IPIL,IPIL HEIGHTS,ALL LOTS,ALONG MUN. ROAD,RR,1420.0
ZAMBOANGA SIBUGAY,IPIL,IPIL HEIGHTS,ALL LOTS,ALONG MUN. ROAD,X,3640.0
ZAMBOANGA SIBUGAY,IPIL,IPIL HEIGHTS,ALL LOTS,ALONG BRGY. ROAD,RR,560.0
ZAMBOANGA SIBUGAY,IPIL,IPIL HEIGHTS,ALL LOTS,ALONG BRGY. ROAD,A1,34.0
ZAMBOANGA SIBUGAY,IPIL,IPIL HEIGHTS,ALL LOTS,ALONG BRGY. ROAD,A50,23.0
ZAMBOANGA SIBUGAY,IPIL,LABE,ALL LOTS,,CR,250.0
ZAMBOANGA SIBUGAY,IPIL,LABE,ALL LOTS,None,RR,165.0
ZAMBOANGA SIBUGAY,IPIL,LABE,ALL LOTS,None,A1,21.0
ZAMBOANGA SIBUGAY,IPIL,LABE,ALL LOTS,None,A2,15.0
ZAMBOANGA SIBUGAY,IPIL,LABE,ALL LOTS,None,A3,13.0
ZAMBOANGA SIBUGAY,IPIL,LABE,ALL LOTS,None,A4,13.0
ZAMBOANGA SIBUGAY,IPIL,LABE,ALL LOTS,None,A6,9.0
ZAMBOANGA SIBUGAY,IPIL,LABE,ALL LOTS,None,A16,10.0
ZAMBOANGA SIBUGAY,IPIL,LABE,ALL LOTS,None,A35,18.0
ZAMBOANGA SIBUGAY,IPIL,LOGAN,ALL LOTS,,CR,187.0
ZAMBOANGA SIBUGAY,IPIL,LOGAN,ALL LOTS,None,RR,150.0
ZAMBOANGA SIBUGAY,IPIL,LOGAN,ALL LOTS,None,A1,23.0
ZAMBOANGA SIBUGAY,IPIL,LOGAN,ALL LOTS,None,A2,18.0
ZAMBOANGA SIBUGAY,IPIL,LOGAN,ALL LOTS,None,A3,16.0
ZAMBOANGA SIBUGAY,IPIL,LOGAN,ALL LOTS,None,A4,16.0
ZAMBOANGA SIBUGAY,IPIL,LOGAN,ALL LOTS,None,A16,14.0
ZAMBOANGA SIBUGAY,IPIL,LOGAN,ALL LOTS,None,A35,20.0
ZAMBOANGA SIBUGAY,IPIL,LOGAN,ALL LOTS,None,A50,12.0
ZAMBOANGA SIBUGAY,IPIL,LOWER IPIL HEIGHTS,ALL LOTS,ALONG NAT'L ROAD,CR,6690.0
ZAMBOANGA SIBUGAY,IPIL,LOWER IPIL HEIGHTS,ALL LOTS,ALONG NAT'L ROAD,RR,1500.0
ZAMBOANGA SIBUGAY,IPIL,LOWER IPIL HEIGHTS,ALL LOTS,ALONG NAT'L ROAD,I,4000.0
ZAMBOANGA SIBUGAY,IPIL,LOWER IPIL HEIGHTS,ALL LOTS,ALONG NAT'L ROAD,X,3640.0
ZAMBOANGA SIBUGAY,IPIL,LOWER IPIL HEIGHTS,ALL LOTS,INTERIOR LOT,RR,560.0
ZAMBOANGA SIBUGAY,IPIL,LOWER TAWAY,ALL LOTS,ALONG NAT'L ROAD,CR,5690.0
ZAMBOANGA SIBUGAY,IPIL,LOWER TAWAY,ALL LOTS,ALONG NAT'L ROAD,RR,1420.0
ZAMBOANGA SIBUGAY,IPIL,LOWER TAWAY,ALL LOTS,ALONG NAT'L ROAD,X,3890.0
ZAMBOANGA SIBUGAY,IPIL,LOWER TAWAY,ALL LOTS,INTERIOR LOTS,RR,600.0
ZAMBOANGA SIBUGAY,IPIL,LOWER TAWAY,ALL LOTS,INTERIOR LOTS,A1,170.0
ZAMBOANGA SIBUGAY,IPIL,LOWER TAWAY,ALL LOTS,INTERIOR LOTS,A50,160.0
ZAMBOANGA SIBUGAY,IPIL,LUMBIA,ALL LOTS,,CR,325.0
ZAMBOANGA SIBUGAY,IPIL,LUMBIA,ALL LOTS,None,RR,194.0
ZAMBOANGA SIBUGAY,IPIL,LUMBIA,ALL LOTS,None,I,300.0
ZAMBOANGA SIBUGAY,IPIL,LUMBIA,ALL LOTS,None,A1,16.0
ZAMBOANGA SIBUGAY,IPIL,LUMBIA,ALL LOTS,None,A2,12.0
ZAMBOANGA SIBUGAY,IPIL,LUMBIA,ALL LOTS,None,A3,10.0
ZAMBOANGA SIBUGAY,IPIL,LUMBIA,ALL LOTS,None,A4,18.0
