Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
NCR,MUNTINLUPA CITY,ALABANG,ALONG PHILIPPINE NATIONAL RAILWAYS,BARRIO PROPER,RR,16000.0
NCR,MUNTINLUPA CITY,ALABANG,CORPORATE WOODS LOOP,FILINVEST CORPORATE CITY,CR,313000.0
NCR,MUNTINLUPA CITY,ALABANG,DE MESA COMPOUND,L & B 2,RR,18000.0
NCR,MUNTINLUPA CITY,ALABANG,EAST SERVICE ROAD,ALABANG TOLL GATE - CUPANG RIVER - ALONG THE ROAD,RR*,60000.0
NCR,MUNTINLUPA CITY,ALABANG,EAST SERVICE ROAD,ALABANG TOLL GATE - CUPANG RIVER - ALONG THE ROAD,CR*,70000.0
NCR,MUNTINLUPA CITY,ALABANG,EAST SERVICE ROAD,ALABANG TOLL GATE - CUPANG RIVER -INTERIOR,RR,30000.0
NCR,MUNTINLUPA CITY,ALABANG,EAST SERVICE ROAD,ALABANG TOLL GATE - CUPANG RIVER -INTERIOR,CR,42000.0
NCR,MUNTINLUPA CITY,ALABANG,ESTE HONOR COMPOUND,BARRIO PROPER,RR**,18000.0
NCR,MUNTINLUPA CITY,ALABANG,F DE CASTRO COMPOUND,NEAR T. MOLINA AND PNR RAILWAY,RR,18000.0
NCR,MUNTINLUPA CITY,ALABANG,F DE CASTRO COMPOUND,NEAR T. MOLINA AND PNR RAILWAY,X,28000.0
NCR,MUNTINLUPA CITY,ALABANG,FILINVEST  CORPORATE CITY,ALABANG-ZAPOTE RD- FILINVEST AVENUE,CR,313000.0
NCR,MUNTINLUPA CITY,ALABANG,FILINVEST  CORPORATE CITY,ALABANG-ZAPOTE RD- FILINVEST AVENUE,X,313000.0
NCR,MUNTINLUPA CITY,ALABANG,HIGHWAY HOMES SUBD.,NATIONAL HIGHWAY,RR***,19000.0
NCR,MUNTINLUPA CITY,ALABANG,LAGUNA HEIGHTS DRIVE,FILINVEST CORPORATE CITY,CR,313000.0
NCR,MUNTINLUPA CITY,ALABANG,L & B COMPOUND 1,INT. NATIONAL ROAD,RR,20000.0
NCR,MUNTINLUPA CITY,ALABANG,L & B COMPOUND 2,INT. T.M. ROAD,RR***,20000.0
NCR,MUNTINLUPA CITY,ALABANG,L & B COMPOUND 3,LAGUNA DE BAY,RR****,20000.0
NCR,MUNTINLUPA CITY,ALABANG,MENDIOLA ST.,BARRIO PROPER,RR,20000.0
NCR,MUNTINLUPA CITY,ALABANG,MENDIOLA ST.,BARRIO PROPER,X,30000.0
NCR,MUNTINLUPA CITY,ALABANG,MONTILLANO ST,INTERIOR (PNR-TM Road),RR,35000.0
NCR,MUNTINLUPA CITY,ALABANG,MONTILLANO ST,NATIONAL RD- TM ROAD,CR,70000.0
NCR,MUNTINLUPA CITY,ALABANG,MONTILLANO ST,INTERIOR MONTILLANO,X,60000.0
NCR,MUNTINLUPA CITY,ALABANG,NATIONAL ROAD,TOLL GATE - BAYANAN RIVER,RR,53000.0
NCR,MUNTINLUPA CITY,ALABANG,NATIONAL ROAD,TOLL GATE - BAYANAN RIVER,CR,63000.0
NCR,MUNTINLUPA CITY,ALABANG,NATIONAL ROAD,TOLL GATE - BAYANAN RIVER,X,58000.0
NCR,MUNTINLUPA CITY,ALABANG,NORTHGATE CENTER,ALABANG ZAPOTE-NORTH BRIDGEWAY/ Northgate District,CR,313000.0
NCR,MUNTINLUPA CITY,ALABANG,NORTHGATE CENTER,ALABANG ZAPOTE-NORTH BRIDGEWAY/ Northgate District,X,313000.0
NCR,MUNTINLUPA CITY,ALABANG,PACIFIC RIM,FILINVEST CORPORATE CITY,CR,313000.0
NCR,MUNTINLUPA CITY,ALABANG,PALMS POINTE SUBDIVISION,FILINVEST CORPORATE CITY,RR,150000.0
NCR,MUNTINLUPA CITY,ALABANG,PLEASANT VILLAGE,SOUTH EXPRESSWAY,RR,19000.0
NCR,MUNTINLUPA CITY,ALABANG,REMERATA SUBDIVISION,L & B  COMPOUND,RR,19000.0
NCR,MUNTINLUPA CITY,ALABANG,SPECTRUM/BRIDEGEWAY/COMMERCE AVE.,FILINVEST CORPORATE CITY,CR,313000.0
NCR,MUNTINLUPA CITY,ALABANG,T. MOLINA ST.,BARRIO PROPER,RR,19000.0
