Province,City/Municipality,Barangay,Street/Subdivision,Vicinity,Classification,ZV/SQM
BULACAN,ANGAT,BAYBAY,STREET NAME / SUBDIVISION / CONDOMINIUM,VICINITY,CLASSIFICATION,3RD REV                      SQ. M.
BULACAN,ANGAT,BAYBAY,PROVINCIAL ROAD,,CR,1350.0
BULACAN,ANGAT,BAYBAY,PROVINCIAL ROAD,,X,1350.0
BULACAN,ANGAT,BAYBAY,PROVINCIAL ROAD,,RR,950.0
BULACAN,ANGAT,BAYBAY,PROVINCIAL ROAD,,A1,175.0
BULACAN,ANGAT,BAYBAY,PROVINCIAL ROAD,,A2,140.0
BULACAN,ANGAT,BAYBAY,PROVINCIAL ROAD,,A15,100.0
BULACAN,ANGAT,BAYBAY,PROVINCIAL ROAD,,A50,95.0
BULACAN,ANGAT,BAYBAY,BARANGAY ROAD,,CR,900.0
BULACAN,ANGAT,BAYBAY,BARANGAY ROAD,,RR,675.0
BULACAN,ANGAT,BAYBAY,BARANGAY ROAD,,A1,120.0
BULACAN,ANGAT,BAYBAY,BARANGAY ROAD,,A2,100.0
BULACAN,ANGAT,BAYBAY,BARANGAY ROAD,,A50,90.0
BULACAN,ANGAT,BAYBAY,BARANGAY ROAD,INTERIOR LOTS,CR,
BULACAN,ANGAT,BAYBAY,BARANGAY ROAD,INTERIOR LOTS,RR,
BULACAN,ANGAT,BAYBAY,BARANGAY ROAD,INTERIOR LOTS,A1,
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,,CR,900.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,None,RR,675.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,None,GP,130.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,None,A1,115.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,None,A50,85.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,CR,740.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,RR,560.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,GP,115.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A1,110.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A2,90.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A10,100.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A15,100.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A16,110.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A23,120.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A26,110.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A31,150.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A40,1350.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A41,90.0
BULACAN,ANGAT,BAYBAY,ALL OTHER STREETS,INTERIOR LOTS,A50,80.0
BULACAN,ANGAT,BINAGBAG,STREET NAME / SUBDIVISION / CONDOMINIUM,VICINITY,CLASSIFICATION,3RD REV                      SQ. M.
BULACAN,ANGAT,BINAGBAG,MUNICIPAL ROAD,,CR,1500.0
BULACAN,ANGAT,BINAGBAG,MUNICIPAL ROAD,,X,1500.0
BULACAN,ANGAT,BINAGBAG,MUNICIPAL ROAD,,RR,1000.0
BULACAN,ANGAT,BINAGBAG,BARANGAY ROAD,,CR,1350.0
BULACAN,ANGAT,BINAGBAG,BARANGAY ROAD,,RR,900.0
BULACAN,ANGAT,BINAGBAG,BARANGAY ROAD,,A1,120.0
BULACAN,ANGAT,BINAGBAG,BARANGAY ROAD,,A2,100.0
BULACAN,ANGAT,BINAGBAG,BARANGAY ROAD,,A50,100.0
BULACAN,ANGAT,BINAGBAG,BARANGAY ROAD,INTERIOR LOTS,CR,
BULACAN,ANGAT,BINAGBAG,BARANGAY ROAD,INTERIOR LOTS,RR,
BULACAN,ANGAT,BINAGBAG,BARANGAY ROAD,INTERIOR LOTS,A1,
